lot_name,spot_num,lat,long
Armfield ,Armfield_51,35.5018102,-80.8392903
Armfield ,Armfield_52,35.5017967,-80.8392688
Armfield ,Armfield_53,35.5017837,-80.8392412
Belk ,Belk_01,35.5017789,-80.8457393
Belk ,Belk_02,35.501804,-80.8457301
Belk ,Belk_03,35.5018276,-80.8457221
Belk ,Belk_04,35.5018511,-80.8457145
Belk ,Belk_05,35.5018723,-80.8457058
Belk ,Belk_06,35.5018963,-80.8456977
Belk ,Belk_07,35.5019172,-80.8456895
Belk ,Belk_08,35.5019387,-80.8456853
Belk ,Belk_09,35.5019616,-80.8456794
Belk ,Belk_10,35.5019843,-80.8456714
Belk ,Belk_11,35.5020099,-80.8456652
Belk ,Belk_12,35.5020285,-80.8456533
Belk ,Belk_13,35.5020554,-80.8456452
Belk ,Belk_14,35.5020771,-80.8456362
Belk ,Belk_15,35.5021011,-80.8456374
Belk ,Belk_16,35.5021237,-80.8456291
Belk ,Belk_17,35.502145,-80.8456192
Belk ,Belk_18,35.5021692,-80.8456162
Belk ,Belk_19,35.5021898,-80.8456078
Belk ,Belk_20,35.5022157,-80.8456115
Belk ,Belk_21,35.5021828,-80.8454566
Belk ,Belk_22,35.5021582,-80.8454677
Belk ,Belk_23,35.5021365,-80.8454742
Belk ,Belk_24,35.5021153,-80.8454791
Belk ,Belk_25,35.5020914,-80.8454876
Belk ,Belk_26,35.5020689,-80.8454936
Belk ,Belk_27,35.5020475,-80.8455039
Belk ,Belk_28,35.5020216,-80.8455089
Belk ,Belk_29,35.5020008,-80.8455168
Belk ,Belk_30,35.5019781,-80.8455215
Belk ,Belk_31,35.5019579,-80.8455284
Belk ,Belk_32,35.5019352,-80.8455354
Belk ,Belk_33,35.5019119,-80.8455418
Belk ,Belk_34,35.5018893,-80.845548
Belk ,Belk_35,35.5018648,-80.8455561
Belk ,Belk_36,35.5018448,-80.8455657
Belk ,Belk_37,35.5018213,-80.8455706
Belk ,Belk_38,35.501797,-80.8455738
Belk ,Belk_39,35.5017843,-80.8454977
Belk ,Belk_40,35.5018053,-80.8454895
Belk ,Belk_41,35.5018264,-80.8454779
Belk ,Belk_42,35.5018501,-80.8454785
Belk ,Belk_43,35.5018724,-80.8454684
Belk ,Belk_44,35.5018944,-80.8454596
Belk ,Belk_45,35.5019165,-80.8454527
Belk ,Belk_46,35.501937,-80.8454452
Belk ,Belk_47,35.5019621,-80.8454385
Belk ,Belk_48,35.5019827,-80.8454305
Belk ,Belk_49,35.502006,-80.8454221
Belk ,Belk_50,35.5020287,-80.8454151
Belk ,Belk_51,35.502052,-80.845409
Belk ,Belk_52,35.5020726,-80.8454022
Belk ,Belk_53,35.502096,-80.8453957
Belk ,Belk_54,35.5021166,-80.8453858
Belk ,Belk_55,35.5021404,-80.8453806
Belk ,Belk_56,35.502163,-80.8453728
Belk ,Belk_57,35.5021345,-80.8452335
Belk ,Belk_58,35.5021112,-80.8452409
Belk ,Belk_59,35.5020886,-80.8452444
Belk ,Belk_60,35.5020663,-80.8452513
Belk ,Belk_61,35.5020437,-80.8452602
Belk ,Belk_62,35.5020228,-80.8452698
Belk ,Belk_63,35.5019991,-80.8452744
Belk ,Belk_64,35.5019774,-80.8452842
Belk ,Belk_65,35.5019544,-80.845289
Belk ,Belk_66,35.5019319,-80.8452931
Belk ,Belk_67,35.5019068,-80.8453009
Belk ,Belk_68,35.5018878,-80.8453086
Belk ,Belk_69,35.5018676,-80.8453134
Belk ,Belk_70,35.5018431,-80.8453215
Belk ,Belk_71,35.5018212,-80.8453298
Belk ,Belk_72,35.5017983,-80.8453346
Belk ,Belk_73,35.5017314,-80.8453655
Belk ,Belk_74,35.5017075,-80.8453713
Belk ,Belk_75,35.5018729,-80.845224
Belk ,Belk_76,35.5018942,-80.8452152
Belk ,Belk_77,35.5019183,-80.8452085
Belk ,Belk_78,35.5019417,-80.8452051
Belk ,Belk_79,35.5019639,-80.8451994
Belk ,Belk_80,35.5019853,-80.8451913
Belk ,Belk_81,35.5020062,-80.8451856
Belk ,Belk_82,35.5020281,-80.8451756
Belk ,Belk_83,35.5020496,-80.8451696
Belk ,Belk_84,35.5020725,-80.8451621
Belk ,Belk_85,35.5020944,-80.8451544
